GeneSet,Gene
gobp_blood_vessel_morphogenesis,407042
gobp_blood_vessel_morphogenesis,407048
gobp_blood_vessel_morphogenesis,407056
gobp_blood_vessel_morphogenesis,4086
gobp_blood_vessel_morphogenesis,4092
gobp_blood_vessel_morphogenesis,4162
gobp_blood_vessel_morphogenesis,4192
gobp_blood_vessel_morphogenesis,4204
gobp_blood_vessel_morphogenesis,4211
gobp_blood_vessel_morphogenesis,4215
gobp_blood_vessel_morphogenesis,4223
gobp_blood_vessel_morphogenesis,4240
gobp_blood_vessel_morphogenesis,4303
gobp_blood_vessel_morphogenesis,4313
gobp_blood_vessel_morphogenesis,4323
gobp_blood_vessel_morphogenesis,4327
gobp_blood_vessel_morphogenesis,441478
gobp_blood_vessel_morphogenesis,442909
gobp_blood_vessel_morphogenesis,4435
gobp_blood_vessel_morphogenesis,4627
gobp_blood_vessel_morphogenesis,4638
gobp_blood_vessel_morphogenesis,4643
gobp_blood_vessel_morphogenesis,4669
gobp_blood_vessel_morphogenesis,4691
gobp_blood_vessel_morphogenesis,4693
gobp_blood_vessel_morphogenesis,4763
gobp_blood_vessel_morphogenesis,4775
gobp_blood_vessel_morphogenesis,4776
gobp_blood_vessel_morphogenesis,4780
gobp_blood_vessel_morphogenesis,4804
gobp_blood_vessel_morphogenesis,4814
gobp_blood_vessel_morphogenesis,4838
gobp_blood_vessel_morphogenesis,4846
gobp_blood_vessel_morphogenesis,4851
gobp_blood_vessel_morphogenesis,4853
gobp_blood_vessel_morphogenesis,4854
gobp_blood_vessel_morphogenesis,4855
gobp_blood_vessel_morphogenesis,4856
gobp_blood_vessel_morphogenesis,4879
gobp_blood_vessel_morphogenesis,4880
gobp_blood_vessel_morphogenesis,4881
gobp_blood_vessel_morphogenesis,4882
gobp_blood_vessel_morphogenesis,4883
gobp_blood_vessel_morphogenesis,4897
gobp_blood_vessel_morphogenesis,4915
gobp_blood_vessel_morphogenesis,493
gobp_blood_vessel_morphogenesis,494323
gobp_blood_vessel_morphogenesis,494324
gobp_blood_vessel_morphogenesis,494326
gobp_blood_vessel_morphogenesis,494327
gobp_blood_vessel_morphogenesis,494336
gobp_blood_vessel_morphogenesis,5054
gobp_blood_vessel_morphogenesis,506
gobp_blood_vessel_morphogenesis,51129
gobp_blood_vessel_morphogenesis,51162
gobp_blood_vessel_morphogenesis,51176
gobp_blood_vessel_morphogenesis,51330
gobp_blood_vessel_morphogenesis,51378
gobp_blood_vessel_morphogenesis,5140
gobp_blood_vessel_morphogenesis,51421
gobp_blood_vessel_morphogenesis,5154
gobp_blood_vessel_morphogenesis,51548
gobp_blood_vessel_morphogenesis,5156
gobp_blood_vessel_morphogenesis,51564
gobp_blood_vessel_morphogenesis,5159
gobp_blood_vessel_morphogenesis,51666
gobp_blood_vessel_morphogenesis,5170
gobp_blood_vessel_morphogenesis,51738
gobp_blood_vessel_morphogenesis,51752
gobp_blood_vessel_morphogenesis,5176
gobp_blood_vessel_morphogenesis,5196
gobp_blood_vessel_morphogenesis,5228
gobp_blood_vessel_morphogenesis,5230
gobp_blood_vessel_morphogenesis,5286
gobp_blood_vessel_morphogenesis,5290
gobp_blood_vessel_morphogenesis,5291
gobp_blood_vessel_morphogenesis,5293
gobp_blood_vessel_morphogenesis,5294
gobp_blood_vessel_morphogenesis,5311
gobp_blood_vessel_morphogenesis,5315
gobp_blood_vessel_morphogenesis,5316
gobp_blood_vessel_morphogenesis,5335
gobp_blood_vessel_morphogenesis,5345
gobp_blood_vessel_morphogenesis,5371
gobp_blood_vessel_morphogenesis,5396
gobp_blood_vessel_morphogenesis,54345
gobp_blood_vessel_morphogenesis,54361
gobp_blood_vessel_morphogenesis,54453
gobp_blood_vessel_morphogenesis,54538
gobp_blood_vessel_morphogenesis,54567
gobp_blood_vessel_morphogenesis,54583
gobp_blood_vessel_morphogenesis,5468
gobp_blood_vessel_morphogenesis,5469
gobp_blood_vessel_morphogenesis,54828
gobp_blood_vessel_morphogenesis,54922
gobp_blood_vessel_morphogenesis,55109
gobp_blood_vessel_morphogenesis,55273
gobp_blood_vessel_morphogenesis,55294
gobp_blood_vessel_morphogenesis,55333
gobp_blood_vessel_morphogenesis,5534
gobp_blood_vessel_morphogenesis,5547
gobp_blood_vessel_morphogenesis,55576
gobp_blood_vessel_morphogenesis,55636
gobp_blood_vessel_morphogenesis,55662
gobp_blood_vessel_morphogenesis,55742
gobp_blood_vessel_morphogenesis,5578
gobp_blood_vessel_morphogenesis,5579
gobp_blood_vessel_morphogenesis,55810
gobp_blood_vessel_morphogenesis,5587
gobp_blood_vessel_morphogenesis,5598
gobp_blood_vessel_morphogenesis,56005
gobp_blood_vessel_morphogenesis,5607
gobp_blood_vessel_morphogenesis,5613
gobp_blood_vessel_morphogenesis,5617
gobp_blood_vessel_morphogenesis,5629
gobp_blood_vessel_morphogenesis,56913
